Frequency of observations in the selected location(s).:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of taxa: ,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,,,,Feb,,,,Mar,,,,Apr,,,,May,,,,Jun,,,,Jul,,,,Aug,,,,Sep,,,,Oct,,,,Nov,,,,Dec,,,
"Sharp-billed Canastero (<em class=""sci"">Asthenes pyrrholeuca</em>)",0,0,0.0015,0.25,0.5,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909091,0.2,0.25,0.5,0.5,0.2222222,0.1666667,0.125,0.3333333,0.5,0
"White-throated Cacholote (<em class=""sci"">Pseudoseisura gutturalis</em>)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"White-tipped Plantcutter (<em class=""sci"">Phytotoma rutila</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rufous-tailed Plantcutter (<em class=""sci"">Phytotoma rara</em>)",0.3333333,0,0.5,0,0,0,0,0,0,0,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909091,0.3,0,0.1666667,0,0.2222222,0.1666667,0.125,0.3333333,0,0.1428571
"Many-colored Rush Tyrant (<em class=""sci"">Tachuris rubrigastra</em>)",0.3333333,0,0.25,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666667,0,0,0,0
"Tufted Tit-Tyrant (<em class=""sci"">Anairetes parulus</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0.3333333,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.0909091,0.2,0,0,0.5,0.2222222,0.1666667,0,0,0,0
"White-crested Elaenia (<em class=""sci"">Elaenia albiceps</em>)",0.3333333,0,0.25,0.25,0,0,0,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0.1666667,0.0015,0.4444444,0.3333333,0.375,0.3333333,0.5,0.4285714
"Austral Negrito (<em class=""sci"">Lessonia rufa</em>)",0.6666667,0.0015,0.75,0.5,1,0.6666667,0.5,0.6666667,0,0.0015,0.5,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666667,0.6,1,1,0.6363636,0.7,0.25,0.5,1,0.7777778,0.3333333,0.5,0.3333333,0.5,0.7142857
"Spectacled Tyrant (<em class=""sci"">Hymenops perspicillatus</em>)",0.3333333,0,0.5,0.5,1,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2727273,0.2,0,0.1666667,0.0015,0.3333333,0.3333333,0.25,0,0.5,0.4285714
"Spot-billed Ground-Tyrant (<em class=""sci"">Muscisaxicola maculirostris</em>)",0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666667,0,0,0,0
"Dark-faced Ground-Tyrant (<em class=""sci"">Muscisaxicola maclovianus</em>)",0,0,0.25,0,0,0,0,0,0,0,0,0.3333333,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.375,0.5,1,0.5,0.3333333,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0
"White-browed Ground-Tyrant (<em class=""sci"">Muscisaxicola albilora</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333,0,0
"Cinnamon-bellied Ground-Tyrant (<em class=""sci"">Muscisaxicola capistratus</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fire-eyed Diucon (<em class=""sci"">Pyrope pyrope</em>)",0,0,0,0,0,0,0,0.3333333,0.5,0,0,0.3333333,0,0,0,0,0,0,0,0,0,0.3333333,0,0.0015,0,0.5,1,0.5,0.5,0,0,0.1666667,0,0.3333333,0.4,0,0,0.2727273,0.2,0,0,0,0.1111111,0.1666667,0,0,0,0
"Rusty-backed Monjita (<em class=""sci"">Neoxolmis rubetra</em>)",0,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Black-billed Shrike-Tyrant (<em class=""sci"">Agriornis montanus</em>)",0,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Great Shrike-Tyrant (<em class=""sci"">Agriornis lividus</em>)",0.3333333,0,0.25,0.5,0.5,0.3333333,0.5,0,0,0,0.5,0.3333333,0,0,0,0,0,0,0,0,0,0.6666667,0,0.0015,0,0.5,0,0.125,0,0,0,0,0,0.3333333,0,0.2,0,0.0909091,0.1,0,0.3333333,0.5,0.2222222,0.1666667,0,0,0.5,0
"Gray-bellied Shrike-Tyrant (<em class=""sci"">Agriornis micropterus</em>)",0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666667,0,0,0,0
"Lesser Shrike-Tyrant (<em class=""sci"">Agriornis murinus</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666667,0.125,0,0,0
"Chilean Swallow (<em class=""sci"">Tachycineta leucopyga</em>)",0,0,0.25,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0.5,0.4545455,0.5,0.75,0.3333333,0.5,0.7777778,0.6666667,0.5,0.6666667,0.5,0.8571429
"Blue-and-white Swallow (<em class=""sci"">Pygochelidon cyanoleuca</em>)",0.3333333,0,0.5,0.75,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.0015,0.2222222,0.1666667,0.125,0,0.5,0.1428571
"Barn Swallow (<em class=""sci"">Hirundo rustica</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2857143
"swallow sp. (<em class=""sci"">Hirundinidae sp.</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
"House Wren (<em class=""sci"">Troglodytes aedon</em>)",0,0,0.5,0.25,0,0,0,0.3333333,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0.3333333,0.2,0,0,0.2727273,0.5,0.5,0.3333333,1,0.3333333,0.3333333,0.375,0,0.5,0.5714286
"Grass Wren (<em class=""sci"">Cistothorus platensis</em>)",0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Patagonian Mockingbird (<em class=""sci"">Mimus patagonicus</em>)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333,0,0,0,0
"Chalk-browed Mockingbird (<em class=""sci"">Mimus saturninus</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666667,0,0,0,0
"Austral Thrush (<em class=""sci"">Turdus falcklandii</em>)",0,0.0015,0.5,0.25,0,0,0.5,0.3333333,0.5,0,0.5,0.3333333,0,0,0,0,0,0,0,0,0,0.6666667,0,0,0,0.25,1,0.5,0.5,1,1,0.8333333,0.5,0.3333333,0.2,0.4,1,0.4545455,0.4,0.75,0.5,1,0.6666667,0.8333333,0.5,0.0015,0.5,0.5714286
"House Sparrow (<em class=""sci"">Passer domesticus</em>)",0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.3333333,0,0,0,0
"Correndera Pipit (<em class=""sci"">Anthus correndera</em>)",0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.0015,0.0015,0.1666667,0,0,0,0
"Hellmayr's Pipit (<em class=""sci"">Anthus hellmayri</em>)",0,0,0,0,0,0,0,0,0,0,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111,0,0,0,0,0
"Black-chinned Siskin (<em class=""sci"">Spinus barbatus</em>)",0.3333333,0,0.25,0,0,0,0,0.3333333,0,0,0,0,0,0.5,0,0,1,0.5,0,0,0,0.6666667,0,0,0,0.25,1,0.375,1,0,0.5,0.1666667,0,0.3333333,0.6,0,0,0.0909091,0.3,0,0.1666667,0.5,0.4444444,0.1666667,0.25,0.3333333,0.5,0.4285714
"Rufous-collared Sparrow (<em class=""sci"">Zonotrichia capensis</em>)",0,0,0.5,0,0,0,0,0,0,0,0.5,0.3333333,0,0.5,0,0,0,1,0,1,0,1,0,0.5,0,0,1,0.25,1,0,0.5,0.1666667,0.5,0,0.2,0.2,0,0.4545455,0.2,0.25,0.1666667,1,0.2222222,0.1666667,0,0,0,0
"Long-tailed Meadowlark (<em class=""sci"">Leistes loyca</em>)",0.3333333,0,0.75,1,0.5,0,0.5,0.6666667,1,0,1,0.6666667,0,1,0,0,1,0.5,0,1,0,1,0,0.0015,0.5,0.75,1,0.25,1,1,1,1,1,0.3333333,0.4,0.6,1,0.9090909,0.8,0.75,0.8333333,1,0.8888889,0.8333333,0.75,1,1,0.7142857
"Shiny Cowbird (<em class=""sci"">Molothrus bonariensis</em>)",0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.5,0.1666667,0.5,0.2222222,0.3333333,0.25,0.0015,0.5,0.1428571
"Austral Blackbird (<em class=""sci"">Curaeus curaeus</em>)",0.3333333,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.2,0,0,0.1,0.5,0.1666667,0,0.1111111,0.1666667,0.125,0,0,0.1428571
"Yellow-winged Blackbird (<em class=""sci"">Agelasticus thilius</em>)",0,0,0,0.5,0,0,0,0,0,0,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111,0.1666667,0.125,0.3333333,0,0
"Gray-hooded Sierra Finch (<em class=""sci"">Phrygilus gayi</em>)",0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0.3333333,0,0,0,0,0,0.25,0,0,0,0,0,0,0.2,0,0,0,0.1,0.25,0,0.5,0.0015,0.1666667,0,0.6666667,0,0.1428571
"Patagonian Sierra Finch (<em class=""sci"">Phrygilus patagonicus</em>)",0.3333333,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111,0.0015,0,0,0,0
"Diuca Finch (<em class=""sci"">Diuca diuca</em>)",0.3333333,0.0015,0.25,0.5,0,0.3333333,0.5,0.6666667,1,0,1,0.6666667,0,0.5,0,0,0,0,0,0,0,0.3333333,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.5,0.5454545,0.6,0.5,0.5,1,0.5555556,0.8333333,0.5,0.6666667,1,0.7142857
"Plumbeous Sierra Finch (<em class=""sci"">Geospizopsis unicolor</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333,0,0
"Mourning Sierra Finch (<em class=""sci"">Rhopospina fruticeti</em>)",0.3333333,0,0.5,0.5,0.5,0.3333333,0,0.3333333,0,0,0.5,0.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.0909091,0,0,0,0.0015,0,0.3333333,0.125,0.6666667,0.5,0.5714286
"Carbonated Sierra Finch (<em class=""sci"">Rhopospina carbonaria</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909091,0,0,0,0,0,0,0,0,0,0
"Saffron Finch (<em class=""sci"">Sicalis flaveola</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111,0,0,0,0,0
"Grassland Yellow-Finch (<em class=""sci"">Sicalis luteola</em>)",0.6666667,0,0,0,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.1111111,0.1666667,0,0,0.5,0.2857143
"passerine sp. (<em class=""sci"">Passeriformes sp.</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666667,0,0,0,0
