Frequency of observations in the selected location(s).:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of taxa: ,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,,,,Feb,,,,Mar,,,,Apr,,,,May,,,,Jun,,,,Jul,,,,Aug,,,,Sep,,,,Oct,,,,Nov,,,,Dec,,,
"Fire-eyed Diucon (<em class=""sci"">Pyrope pyrope</em>)",0,1,0,0,0,0,0,0,0.1428571,0,0,0,0,0,0,0,0.1666667,0,0,0,0.0015,0,0,0,0,0,0,0.5,0,0,0,1,0.3333333,0.0015,0,0,0,0,0,0.3333333,0.3333333,0,0.1666667,0.0015,0,0.3333333,0,0
"Black-billed Shrike-Tyrant (<em class=""sci"">Agriornis montanus</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Great Shrike-Tyrant (<em class=""sci"">Agriornis lividus</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gray-bellied Shrike-Tyrant (<em class=""sci"">Agriornis micropterus</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Patagonian Tyrant (<em class=""sci"">Colorhamphus parvirostris</em>)",0.4,0.0015,0.6666667,0.0015,0.0015,0,0.5714286,1,0.4285714,0.1666667,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333333,0,0,0,0,0.5,0,0.6666667,0.3333333,0.1666667,0.3333333,0.0015,0,0.5,0,0.2222222
"Chilean Swallow (<em class=""sci"">Tachycineta leucopyga</em>)",0.4,0.5,1,0,0.0015,0.1666667,0.1428571,0,0,0,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333,0.3333333,0.3333333,0.3333333,0.6666667,0.25,0.6666667,0.5,0,0.3333333
"Blue-and-white Swallow (<em class=""sci"">Pygochelidon cyanoleuca</em>)",0,0,0,0,0,0,0.1428571,0,0.2857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666667,0.5,0,0.3333333,0,0
"House Wren (<em class=""sci"">Troglodytes aedon</em>)",1,1,0.6666667,0.1666667,0.0015,0.3333333,0.4285714,0,0.5714286,0.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0.5,0.3333333,0.6666667,0.3333333,0.8333333,0.25,0.6666667,0.6666667,0.5,0.4444444
"Grass Wren (<em class=""sci"">Cistothorus platensis</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666667,0,0,0,0,0
"Patagonian Mockingbird (<em class=""sci"">Mimus patagonicus</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Austral Thrush (<em class=""sci"">Turdus falcklandii</em>)",0.6,1,0.3333333,0.6666667,0.0015,0.5,0.2857143,1,0.1428571,0.3333333,0,0.3333333,1,0,0,1,0.6666667,0.8,0,1,1,0,0,0,0,1,0,0.3333333,1,0.0015,0,1,0.6666667,0.0015,0,0,1,0.5,0.5,0.6666667,0.3333333,0.1666667,0.8333333,0.5,1,0.6666667,1,0.5555556
"House Sparrow (<em class=""sci"">Passer domesticus</em>)",0,0,0,0.1666667,0,0,0,0,0,0,0,0,0,0,0,0,0.1666667,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0.1666667,0,0,0.5,0,0
"Correndera Pipit (<em class=""sci"">Anthus correndera</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Black-chinned Siskin (<em class=""sci"">Spinus barbatus</em>)",0,1,0.3333333,0.5,0.0015,0.3333333,0.7142857,0,0.2857143,0.5,0.2,0,0.5,0,0,0,0.1666667,0.4,0,0,1,0,0,0,0,0,0,0,0,0.0015,0,0.0015,0.3333333,0.0015,0,0,1,0,0,0.6666667,0,0.5,0.6666667,0.25,0,0.5,0,0.1111111
"Rufous-collared Sparrow (<em class=""sci"">Zonotrichia capensis</em>)",0,0.0015,0,0.1666667,0,0,0.2857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,1,0.3333333,0,0,0,1,0,0.1666667,0.3333333,0,0.1666667,0.1666667,0.25,0,0.5,0,0.1111111
"Long-tailed Meadowlark (<em class=""sci"">Leistes loyca</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333,0,0
"Shiny Cowbird (<em class=""sci"">Molothrus bonariensis</em>)",0,0,0,0,0,0,0.1428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
"Austral Blackbird (<em class=""sci"">Curaeus curaeus</em>)",0,0.5,0,0.3333333,0,0,0,0,0,0,0,0.3333333,0,0,0,0.6666667,0,0.2,0,1,0.0015,0,0,0,0,0,0,0.3333333,0,0,0,1,0.3333333,0,0,0,1,0,0,0.3333333,0,0.1666667,0.5,0,0.0015,0.5,0,0.1111111
"Yellow-winged Blackbird (<em class=""sci"">Agelasticus thilius</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gray-hooded Sierra Finch (<em class=""sci"">Phrygilus gayi</em>)",0,0,0,0.5,1,0.1666667,0.2857143,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3333333,0.25,0,0.1666667,0,0
"Patagonian Sierra Finch (<em class=""sci"">Phrygilus patagonicus</em>)",0.6,1,0.3333333,0.6666667,0,0.1666667,0.2857143,1,0.2857143,0.6666667,0.2,0.3333333,1,0,0,1,0.6666667,0.4,0,0,1,1,1,0,0,0,0,0.6666667,0,0.0015,0,1,0.6666667,0.0015,0,0,1,0,1,0.6666667,0.3333333,0.5,0.8333333,0.5,0.6666667,0.6666667,0,0.3333333
"Diuca Finch (<em class=""sci"">Diuca diuca</em>)",0.2,0,0,0.1666667,0,0,0,0,0,0,0,0,0,0,0,0,0.1666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.1666667,0,0.5,0,0.5,0,0.1111111
"Plumbeous Sierra Finch (<em class=""sci"">Geospizopsis unicolor</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saffron Finch (<em class=""sci"">Sicalis flaveola</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Grassland Yellow-Finch (<em class=""sci"">Sicalis luteola</em>)",0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"passerine sp. (<em class=""sci"">Passeriformes sp.</em>)",0,0,0,0,0,0.1666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
