Frequency of observations in the selected location(s).:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of taxa: ,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jan,,,,Feb,,,,Mar,,,,Apr,,,,May,,,,Jun,,,,Jul,,,,Aug,,,,Sep,,,,Oct,,,,Nov,,,,Dec,,,
"Fork-tailed Flycatcher (<em class=""sci"">Tyrannus savana</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444444,0.2,0,0,0,0,0,0
"Chilean Swallow (<em class=""sci"">Tachycineta leucopyga</em>)",0.5,0.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.2222222,0.375,0,1,1,0.8333333,0.6363636,0.5333333,0.8,0.6666667,0.8,0.5,0.75,0.1428571,0.2222222,0.3846154,0.6
"Blue-and-white Swallow (<em class=""sci"">Pygochelidon cyanoleuca</em>)",0,0,0.25,0,0,0,0.3333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111,0,0,0,0,0,0.0909091,0.0666667,0.1,0.3333333,0.4,0,0,0,0.0555556,0,0.2
"Barn Swallow (<em class=""sci"">Hirundo rustica</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1111111,0,0
"swallow sp. (<em class=""sci"">Hirundinidae sp.</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111,0,0,0,0,0,0,0
"House Wren (<em class=""sci"">Troglodytes aedon</em>)",0.25,1,0.25,0,0,0,0,0,0,0.3333333,0,0.25,0,0.4,0.75,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.375,0.3333333,0.3333333,0.2,0.3333333,0.3636364,0.4666667,0.5,0.6666667,0.4,0.75,1,0.4285714,0.3333333,0.2307692,0
"Grass Wren (<em class=""sci"">Cistothorus platensis</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.0555556,0,0
"Patagonian Mockingbird (<em class=""sci"">Mimus patagonicus</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
"Austral Thrush (<em class=""sci"">Turdus falcklandii</em>)",0.75,1,0.5,0.2,0,0.0015,0.3333333,1,0,0.3333333,0.6666667,0.25,0.25,0.2,0.5,0.5,0.5,0.1764706,0.4,0.2,0.5,0,0.5,0.625,0.5,0.3636364,0.6666667,1,0.6,1,1,0.7777778,0.75,0.6666667,0.6666667,0.8,0.3333333,0.3636364,0.8,0.5,0.8888889,0.6,1,1,0.5714286,0.5555556,0.5384615,0.4
"House Sparrow (<em class=""sci"">Passer domesticus</em>)",0.75,1,0.5,0.8,0,0,0.3333333,1,0,0.3333333,0.3333333,0.5,0.25,0.4,0.5,0,0,0.1764706,0,0,0,0,0,0.25,0,0,0,0,0.2,0.3333333,0,0.2222222,0,0,0,0.2,0,0.2727273,0.3333333,0.4,0.8888889,0.4,0,0.75,0.2857143,0.5555556,0.2307692,0.6
"Correndera Pipit (<em class=""sci"">Anthus correndera</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0
"Hellmayr's Pipit (<em class=""sci"">Anthus hellmayri</em>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909091,0,0,0,0,0,0,0,0,0,0
"Black-chinned Siskin (<em class=""sci"">Spinus barbatus</em>)",0.25,0.5,0.25,0.2,0,0,0.3333333,0,1,0.6666667,0.6666667,0.25,0.5,0.4,0.75,1,0.75,0.0588235,0.2,0.4,0.5,0,1,0.375,0,0.5454545,0.3333333,0,0.4,0.6666667,1,0.7777778,0.375,0,0.6666667,0.6,0.5,0.3636364,0.5333333,0.6,0.8888889,0.4,0.75,1,0.4285714,0.4444444,0.0769231,0.4
"Rufous-collared Sparrow (<em class=""sci"">Zonotrichia capensis</em>)",0.75,0.5,0.5,0.4,0,0,0,0,0,0,0.3333333,0.5,0,0.4,0.5,1,0.5,0.2352941,0.2,0.2,0,0,0.5,0.75,1,0.2727273,0.3333333,0,0.4,0.6666667,0.5,0.4444444,0.25,0.6666667,1,0.6,0.6666667,0.3636364,0.5333333,0.5,0.5555556,0.8,0.75,1,0.4285714,0.5,0.4615385,0.4
"Long-tailed Meadowlark (<em class=""sci"">Leistes loyca</em>)",0.5,0,0.5,0.2,0,0,0.6666667,0,0,0.3333333,0,0.25,0,0,0.25,0.5,0.25,0.1176471,0,0,0,0,0.5,0.125,0,0.0909091,0,0,0,0.3333333,0.5,0.2222222,0.125,0,0.6666667,0.4,0.3333333,0.3636364,0.7333333,0.2,0.3333333,0,0.5,0.5,0.2857143,0.3888889,0.2307692,0.2
"Shiny Cowbird (<em class=""sci"">Molothrus bonariensis</em>)",0.25,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1818182,0,0.1,0.2222222,0,0.25,0,0,0.1111111,0,0.2
"Austral Blackbird (<em class=""sci"">Curaeus curaeus</em>)",0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0,0.0588235,0,0,0,0,0,0.125,0,0,0,0,0,0,0.5,0.1111111,0.125,0,0,0,0,0.0909091,0.0666667,0.1,0.2222222,0.2,0,0,0,0,0,0
"Yellow-winged Blackbird (<em class=""sci"">Agelasticus thilius</em>)",0,0,0,0,0,0,0,0,0,0.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333,0.1818182,0.2666667,0.1,0.2222222,0.2,0,0,0,0,0,0
"Gray-hooded Sierra Finch (<em class=""sci"">Phrygilus gayi</em>)",0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.5,0,0,0,0,0,0,0.3333333,0,0.1111111,0,0,0,0,0.1666667,0.1818182,0,0,0,0,0,0,0,0,0,0
"Patagonian Sierra Finch (<em class=""sci"">Phrygilus patagonicus</em>)",0.25,0.5,0.25,0.2,0,0,0,0,0,0,0.3333333,0.5,0,0.4,0.5,1,0.25,0.2352941,0.2,0.2,0,0,0,0.25,0.5,0.5454545,0.3333333,0,0.2,0.3333333,0.5,0.3333333,0.25,0.3333333,0.6666667,0,0,0.1818182,0.0666667,0.2,0.3333333,0,0.25,0,0.1428571,0.2222222,0.0769231,0
"Diuca Finch (<em class=""sci"">Diuca diuca</em>)",0.75,0.5,0,0.2,0,0,0,0,0,0,0,0,0.5,0.2,0.5,1,0.5,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0.3333333,0.5,0,0,0,0.6666667,0,0.3333333,0.4545455,0.1333333,0.6,0.5555556,0.2,0.75,0.5,0.1428571,0.3888889,0.2307692,0.2
"Mourning Sierra Finch (<em class=""sci"">Rhopospina fruticeti</em>)",0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909091,0,0,0,0,0,0,0,0.1666667,0.0015,0
"Saffron Finch (<em class=""sci"">Sicalis flaveola</em>)",0.5,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.1111111,0.0769231,0.2
"Grassland Yellow-Finch (<em class=""sci"">Sicalis luteola</em>)",0.75,0.5,0.5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2727273,0,0.4,0.3333333,0.6,0.75,1,0.1428571,0.5555556,0.3076923,0.2
"passerine sp. (<em class=""sci"">Passeriformes sp.</em>)",0,0,0,0.2,0,0,0.3333333,0,1,0,0,0,0,0,0,0,0,0.0588235,0,0,0,0,0,0,0,0,0.3333333,0,0,0,0,0.1111111,0.125,0,0.0015,0,0.1666667,0,0.0666667,0,0,0,0,0,0,0,0,0
