Row #,Taxon Order,Category,Common Name,Scientific Name,Count,Location,S/P,Date,LocID,SubID,Exotic,Countable
564,26981,species,Thrush-like Wren,Campylorhynchus turdinus,1,Asunción Jardin Botanico,PY-ASU,29 Jun 2016,L1621522,S32767580,,1
565,23678,species,Gray-breasted Martin,Progne chalybea,8,Asunción Jardin Botanico,PY-ASU,29 Jun 2016,L1621522,S32767580,,1
566,23652,species,White-rumped Swallow,Tachycineta leucorrhoa,,Asunción Jardin Botanico,PY-ASU,29 Jun 2016,L1621522,S32767580,,1
567,18704,species,Rufous-browed Peppershrike,Cyclarhis gujanensis,1,Asunción Jardin Botanico,PY-ASU,29 Jun 2016,L1621522,S32767580,,1
568,12696,species,Turquoise-fronted Parrot,Amazona aestiva,2,Asunción Jardin Botanico,PY-ASU,29 Jun 2016,L1621522,S32767580,,1
569,12587,species,Yellow-chevroned Parakeet,Brotogeris chiriri,2,Asunción Jardin Botanico,PY-ASU,29 Jun 2016,L1621522,S32767580,,1
570,8235,species,Roadside Hawk,Rupornis magnirostris,1,Asunción Jardin Botanico,PY-ASU,29 Jun 2016,L1621522,S32767580,,1
571,1825,species,Least Grebe,Tachybaptus dominicus,1,Asunción Jardin Botanico,PY-ASU,29 Jun 2016,L1621522,S32767580,,1
572,35048,species,Rusty-collared Seedeater,Sporophila collaris,1,Parque Solidaridad,PY-ASU,28 Jun 2016,L2763129,S32769359,,1
573,16850,species,Black-backed Water-Tyrant,Fluvicola albiventer,1,Parque Solidaridad,PY-ASU,28 Jun 2016,L2763129,S32769359,,1
574,11694,species,Campo Flicker,Colaptes campestris,2,Parque Solidaridad,PY-ASU,28 Jun 2016,L2763129,S32769359,,1
575,7439,species,Striated Heron,Butorides striata,1,Parque Solidaridad,PY-ASU,28 Jun 2016,L2763129,S32769359,,1
576,3025,species,Smooth-billed Ani,Crotophaga ani,4,Parque Solidaridad,PY-ASU,28 Jun 2016,L2763129,S32769359,,1
577,3023,species,Guira Cuckoo,Guira guira,1,Parque Solidaridad,PY-ASU,28 Jun 2016,L2763129,S32769359,,1
578,2298,species,Picui Ground Dove,Columbina picui,20,Parque Solidaridad,PY-ASU,28 Jun 2016,L2763129,S32769359,,1
579,34083,species,Red-crested Cardinal,Paroaria coronata,2,Riacho Cortapick,AR-P,27 Jun 2016,L3403311,S32769472,,1
580,33387,species,Scarlet-headed Blackbird,Amblyramphus holosericeus,2,Riacho Cortapick,AR-P,27 Jun 2016,L3403311,S32769472,,1
581,16810,species,White Monjita,Xolmis irupero,,Riacho Cortapick,AR-P,27 Jun 2016,L3403311,S32769472,,1
582,10017,species,Ringed Kingfisher,Megaceryle torquata,1,Riacho Cortapick,AR-P,27 Jun 2016,L3403311,S32769472,,1
583,8223,species,Savanna Hawk,Buteogallus meridionalis,1,Riacho Cortapick,AR-P,27 Jun 2016,L3403311,S32769472,,1
584,7552,species,White-faced Ibis,Plegadis chihi,1,Riacho Cortapick,AR-P,27 Jun 2016,L3403311,S32769472,,1
585,7523,species,Cocoi Heron,Ardea cocoi,7,Riacho Cortapick,AR-P,27 Jun 2016,L3403311,S32769472,,1
586,7398,species,Whistling Heron,Syrigma sibilatrix,,Riacho Cortapick,AR-P,27 Jun 2016,L3403311,S32769472,,1
587,7260,species,Neotropic Cormorant,Nannopterum brasilianum,,Riacho Cortapick,AR-P,27 Jun 2016,L3403311,S32769472,,1
588,7133,species,Jabiru,Jabiru mycteria,2,Riacho Cortapick,AR-P,27 Jun 2016,L3403311,S32769472,,1
589,7122,species,Maguari Stork,Ciconia maguari,,Riacho Cortapick,AR-P,27 Jun 2016,L3403311,S32769472,,1
590,5949,species,South American Painted-Snipe,Nycticryphes semicollaris,3,Riacho Cortapick,AR-P,27 Jun 2016,L3403311,S32769472,,1
591,5642,species,Limpkin,Aramus guarauna,3,Riacho Cortapick,AR-P,27 Jun 2016,L3403311,S32769472,,1
592,5388,species,Plumbeous Rail,Pardirallus sanguinolentus,2,Riacho Cortapick,AR-P,27 Jun 2016,L3403311,S32769472,,1
593,35278,species,Golden-billed Saltator,Saltator aurantiirostris,4,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
594,34918,species,Saffron Finch,Sicalis flaveola,3,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
595,34890,species,Black-and-rufous Warbling Finch,Poospiza nigrorufa,1,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
596,34350,species,Diademed Tanager,Stephanophorus diadematus,2,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
597,34096,species,Yellow-billed Cardinal,Paroaria capitata,2,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
598,33537,species,Tropical Parula,Setophaga pitiayumi,6,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
599,33393,species,Grayish Baywing,Agelaioides badius,9,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
600,33183,species,Variable Oriole,Icterus pyrrhopterus,2,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
601,33115,species,Solitary Black Cacique,Cacicus solitarius,4,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
602,32115,species,Hooded Siskin,Spinus magellanicus,10,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
603,28123,species,Creamy-bellied Thrush,Turdus amaurochalinus,3,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
604,26647,species,Masked Gnatcatcher,Polioptila dumicola,4,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
605,16766,species,Spectacled Tyrant,Hymenops perspicillatus,1,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
606,16445,species,White-crested Tyrannulet,Serpophaga subcristata,2,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
607,16444,species,Sooty Tyrannulet,Serpophaga nigricans,1,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
608,14778,species,Wren-like Rushbird,Phleocryptes melanops,1,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
609,14644,species,Narrow-billed Woodcreeper,Lepidocolaptes angustirostris,2,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
610,12878,species,Nanday Parakeet,Aratinga nenday,10,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,N,1
611,11657,species,Green-barred Woodpecker,Colaptes melanochloros,3,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
612,11248,species,Checkered Woodpecker,Dryobates mixtus,1,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
613,8250,species,Harris's Hawk,Parabuteo unicinctus,1,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
614,7312,species,Rufescent Tiger-Heron,Tigrisoma lineatum,2,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
615,6490,species,Kelp Gull,Larus dominicanus,,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
616,6431,species,Brown-hooded Gull,Chroicocephalus maculipennis,,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
617,5956,species,Wattled Jacana,Jacana jacana,2,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
618,5460,species,Red-gartered Coot,Fulica armillata,1,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
619,5409,species,Giant Wood-Rail,Aramides ypecaha,1,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
620,4870,species,Glittering-bellied Emerald,Chlorostilbon lucidus,1,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
621,2415,species,Eared Dove,Zenaida auriculata,1,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
622,1969,species,Picazuro Pigeon,Patagioenas picazuro,16,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
623,1839,species,Great Grebe,Podiceps major,1,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
624,1798,species,White-tufted Grebe,Rollandia rolland,2,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
625,626,species,Rosy-billed Pochard,Netta peposaca,4,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
626,439,species,Brazilian Teal,Amazonetta brasiliensis,2,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
627,224,species,Southern Screamer,Chauna torquata,1,Reserva Ecológica Costanera Sur,AR-C,25 Jun 2016,L472208,S32430075,,1
628,33291,species,Shiny Cowbird,Molothrus bonariensis,2,Paseo Costero,AR-B,23 Jun 2016,L4730317,S30364834,,1
629,32629,species,Rufous-collared Sparrow,Zonotrichia capensis,2,Paseo Costero,AR-B,23 Jun 2016,L4730317,S30364834,,1
630,28039,species,Rufous-bellied Thrush,Turdus rufiventris,10,Paseo Costero,AR-B,23 Jun 2016,L4730317,S30364834,,1
631,27612,species,Chalk-browed Mockingbird,Mimus saturninus,2,Paseo Costero,AR-B,23 Jun 2016,L4730317,S30364834,,1
632,26737,species,House Wren,Troglodytes aedon,1,Paseo Costero,AR-B,23 Jun 2016,L4730317,S30364834,,1
633,17048,species,Cattle Tyrant,Machetornis rixosa,1,Paseo Costero,AR-B,23 Jun 2016,L4730317,S30364834,,1
634,14763,species,Rufous Hornero,Furnarius rufus,6,Paseo Costero,AR-B,23 Jun 2016,L4730317,S30364834,,1
635,12576,species,Monk Parakeet,Myiopsitta monachus,10,Paseo Costero,AR-B,23 Jun 2016,L4730317,S30364834,,1
636,11735,species,Chimango Caracara,Daptrius chimango,1,Paseo Costero,AR-B,23 Jun 2016,L4730317,S30364834,,1
637,11727,species,Crested Caracara,Caracara plancus,2,Paseo Costero,AR-B,23 Jun 2016,L4730317,S30364834,,1
638,5862,species,Southern Lapwing,Vanellus chilensis,2,Paseo Costero,AR-B,23 Jun 2016,L4730317,S30364834,,1
639,6713,species,Sandwich Tern,Thalasseus sandvicensis,1,Grandview Nature Preserve,US-VA,21 Jun 2016,L718480,S37158352,,1
640,6649,species,Gull-billed Tern,Gelochelidon nilotica,1,Grandview Nature Preserve,US-VA,21 Jun 2016,L718480,S37158352,,1
641,27851,species,Gray-cheeked Thrush,Catharus minimus,1,Central Park--The Ramble,US-NY,26 May 2016,L109518,S33030398,,1
642,34051,species,Blue Grosbeak,Passerina caerulea,2,Sandy Bottom Nature Park,US-VA,14 May 2016,L718718,S29631308,,1
643,33426,species,Northern Waterthrush,Parkesia noveboracensis,1,Sandy Bottom Nature Park,US-VA,14 May 2016,L718718,S29631308,,1
644,3874,species,Chimney Swift,Chaetura pelagica,3,Sandy Bottom Nature Park,US-VA,14 May 2016,L718718,S29631308,,1
645,33419,species,Ovenbird,Seiurus aurocapilla,2,Sandy Bottom Nature Park,US-VA,08 May 2016,L718718,S29505051,,1
646,27857,species,Swainson's Thrush,Catharus ustulatus,2,Sandy Bottom Nature Park,US-VA,08 May 2016,L718718,S29505051,,1
647,5442,species,Common Gallinule,Gallinula galeata,1,Sandy Bottom Nature Park,US-VA,08 May 2016,L718718,S29505051,,1
648,33885,species,Summer Tanager,Piranga rubra,1,Gildersleeve School Pond,US-VA,05 May 2016,L3546717,S32778141,,1
649,33604,species,Black-throated Blue Warbler,Setophaga caerulescens,3,Gildersleeve School Pond,US-VA,05 May 2016,L3546717,S32778141,,1
650,33601,species,Blackpoll Warbler,Setophaga striata,1,Gildersleeve School Pond,US-VA,05 May 2016,L3546717,S32778141,,1
651,34009,species,Rose-breasted Grosbeak,Pheucticus ludovicianus,1,Hilton Village,US-VA,02 May 2016,L11078212,S42174969,,1
652,33153,species,Orchard Oriole,Icterus spurius,2,Newport News Park--Swamp Bridge (York Co.),US-VA,28 Apr 2016,L5291145,S33104005,,1
653,17156,species,Eastern Kingbird,Tyrannus tyrannus,1,Newport News Park--Swamp Bridge (York Co.),US-VA,28 Apr 2016,L5291145,S33104005,,1
654,3230,species,Yellow-billed Cuckoo,Coccyzus americanus,1,Newport News Park--Swamp Bridge (York Co.),US-VA,28 Apr 2016,L5291145,S33104005,,1
655,7401,species,Little Blue Heron,Egretta caerulea,1,Newport News Park--Swamp Bridge (York Co.),US-VA,16 Apr 2016,L5291145,S42120079,,1
656,33436,species,Prothonotary Warbler,Protonotaria citrea,2,Newport News Park,US-VA,16 Apr 2016,L718631,S32773600,,1
657,27880,species,Wood Thrush,Hylocichla mustelina,1,Newport News Park,US-VA,16 Apr 2016,L718631,S32773600,,1
658,33446,species,Orange-crowned Warbler,Leiothlypis celata,1,I-20 Pond/Jenna Welch Nature Ctr. (FWTX 55),US-TX,09 Apr 2016,L981552,S32396853,,1
659,33338,species,Great-tailed Grackle,Quiscalus mexicanus,8,I-20 Pond/Jenna Welch Nature Ctr. (FWTX 55),US-TX,09 Apr 2016,L981552,S32396853,,1
660,27564,species,Curve-billed Thrasher,Toxostoma curvirostre,1,I-20 Pond/Jenna Welch Nature Ctr. (FWTX 55),US-TX,09 Apr 2016,L981552,S32396853,,1
662,6069,species,Wilson's Snipe,Gallinago delicata,1,I-20 Pond/Jenna Welch Nature Ctr. (FWTX 55),US-TX,09 Apr 2016,L981552,S32396853,,1
663,4777,species,Black-chinned Hummingbird,Archilochus alexandri,1,I-20 Pond/Jenna Welch Nature Ctr. (FWTX 55),US-TX,09 Apr 2016,L981552,S32396853,,1
664,2051,species,Eurasian Collared-Dove,Streptopelia decaocto,1,I-20 Pond/Jenna Welch Nature Ctr. (FWTX 55),US-TX,09 Apr 2016,L981552,S32396853,N,1
665,736,species,Ruddy Duck,Oxyura jamaicensis,2,I-20 Pond/Jenna Welch Nature Ctr. (FWTX 55),US-TX,09 Apr 2016,L981552,S32396853,,1
666,474,species,Northern Shoveler,Spatula clypeata,90,I-20 Pond/Jenna Welch Nature Ctr. (FWTX 55),US-TX,09 Apr 2016,L981552,S32396853,,1
667,461,species,Cinnamon Teal,Spatula cyanoptera,4,I-20 Pond/Jenna Welch Nature Ctr. (FWTX 55),US-TX,09 Apr 2016,L981552,S32396853,,1
668,33247,species,Scott's Oriole,Icterus parisorum,1,Big Bend NP--Terlingua Abaja,US-TX,08 Apr 2016,L457600,S32396556,,1
669,32503,species,Lark Bunting,Calamospiza melanocorys,1,Big Bend NP--Terlingua Abaja,US-TX,08 Apr 2016,L457600,S32396556,,1
670,32489,species,Black-throated Sparrow,Amphispiza bilineata,2,Big Bend NP--Terlingua Abaja,US-TX,08 Apr 2016,L457600,S32396556,,1
671,26679,species,Black-tailed Gnatcatcher,Polioptila melanura,1,Big Bend NP--Terlingua Abaja,US-TX,08 Apr 2016,L457600,S32396556,,1
672,20684,species,Loggerhead Shrike,Lanius ludovicianus,1,Big Bend NP--Terlingua Abaja,US-TX,08 Apr 2016,L457600,S32396556,,1
673,8705,species,Great Horned Owl,Bubo virginianus,1,Big Bend NP--Terlingua Abaja,US-TX,08 Apr 2016,L457600,S32396556,,1
674,3604,species,Common Poorwill,Phalaenoptilus nuttallii,1,Big Bend NP--Terlingua Abaja,US-TX,08 Apr 2016,L457600,S32396556,,1
675,26696,species,Rock Wren,Salpinctes obsoletus,1,Big Bend NP--Santa Elena Canyon (FWTX 39),US-TX,08 Apr 2016,L128910,S32396644,,1
676,10032,species,Green Kingfisher,Chloroceryle americana,1,Big Bend NP--Santa Elena Canyon (FWTX 39),US-TX,08 Apr 2016,L128910,S32396644,,1
677,32500,species,Lark Sparrow,Chondestes grammacus,3,Big Bend NP--Rio Grande Village (FWTX 44),US-TX,06 Apr 2016,L128907,S32383998,,1
678,18844,species,Bell's Vireo,Vireo bellii,2,Big Bend NP--Rio Grande Village (FWTX 44),US-TX,06 Apr 2016,L128907,S32383998,,1
679,16718,species,Vermilion Flycatcher,Pyrocephalus rubinus,4,Big Bend NP--Rio Grande Village (FWTX 44),US-TX,06 Apr 2016,L128907,S32383998,,1
680,10963,species,Golden-fronted Woodpecker,Melanerpes aurifrons,2,Big Bend NP--Rio Grande Village (FWTX 44),US-TX,06 Apr 2016,L128907,S32383998,,1
681,8308,species,Swainson's Hawk,Buteo swainsoni,1,Big Bend NP--Rio Grande Village (FWTX 44),US-TX,06 Apr 2016,L128907,S32383998,,1
682,8213,species,Common Black Hawk,Buteogallus anthracinus,2,Big Bend NP--Rio Grande Village (FWTX 44),US-TX,06 Apr 2016,L128907,S32383998,,1
683,33810,species,Painted Redstart,Myioborus pictus,4,Big Bend NP (please use more specific location if possible),US-TX,05 Apr 2016,L128913,S32383915,,1
684,32859,species,Green-tailed Towhee,Pipilo chlorurus,1,Big Bend NP (please use more specific location if possible),US-TX,05 Apr 2016,L128913,S32383915,,1
685,32845,species,Rufous-crowned Sparrow,Aimophila ruficeps,3,Big Bend NP (please use more specific location if possible),US-TX,05 Apr 2016,L128913,S32383915,,1
686,32801,species,Canyon Towhee,Melozone fusca,2,Big Bend NP (please use more specific location if possible),US-TX,05 Apr 2016,L128913,S32383915,,1
687,32781,species,Lincoln's Sparrow,Melospiza lincolnii,2,Big Bend NP (please use more specific location if possible),US-TX,05 Apr 2016,L128913,S32383915,,1
688,32468,species,Black-chinned Sparrow,Spizella atrogularis,1,Big Bend NP (please use more specific location if possible),US-TX,05 Apr 2016,L128913,S32383915,,1
689,29406,species,Phainopepla,Phainopepla nitens,1,Big Bend NP (please use more specific location if possible),US-TX,05 Apr 2016,L128913,S32383915,,1
690,27602,species,Crissal Thrasher,Toxostoma crissale,1,Big Bend NP (please use more specific location if possible),US-TX,05 Apr 2016,L128913,S32383915,,1
691,26957,species,Cactus Wren,Campylorhynchus brunneicapillus,4,Big Bend NP (please use more specific location if possible),US-TX,05 Apr 2016,L128913,S32383915,,1
692,26911,species,Bewick's Wren,Thryomanes bewickii,1,Big Bend NP (please use more specific location if possible),US-TX,05 Apr 2016,L128913,S32383915,,1
693,26730,species,Canyon Wren,Catherpes mexicanus,5,Big Bend NP (please use more specific location if possible),US-TX,05 Apr 2016,L128913,S32383915,,1
694,21876,species,Verdin,Auriparus flaviceps,1,Big Bend NP (please use more specific location if possible),US-TX,05 Apr 2016,L128913,S32383915,,1
695,21774,species,Black-crested Titmouse,Baeolophus atricristatus,8,Big Bend NP (please use more specific location if possible),US-TX,05 Apr 2016,L128913,S32383915,,1
696,21235,species,Common Raven,Corvus corax,2,Big Bend NP (please use more specific location if possible),US-TX,05 Apr 2016,L128913,S32383915,,1
697,20930,species,Mexican Jay,Aphelocoma wollweberi,10,Big Bend NP (please use more specific location if possible),US-TX,05 Apr 2016,L128913,S32383915,,1
698,17012,species,Ash-throated Flycatcher,Myiarchus cinerascens,3,Big Bend NP (please use more specific location if possible),US-TX,05 Apr 2016,L128913,S32383915,,1
699,11875,species,Peregrine Falcon,Falco peregrinus,1,Big Bend NP (please use more specific location if possible),US-TX,05 Apr 2016,L128913,S32383915,,1
700,11187,species,Ladder-backed Woodpecker,Dryobates scalaris,1,Big Bend NP (please use more specific location if possible),US-TX,05 Apr 2016,L128913,S32383915,,1
701,10927,species,Acorn Woodpecker,Melanerpes formicivorus,8,Big Bend NP (please use more specific location if possible),US-TX,05 Apr 2016,L128913,S32383915,,1
702,4809,species,Broad-tailed Hummingbird,Selasphorus platycercus,1,Big Bend NP (please use more specific location if possible),US-TX,05 Apr 2016,L128913,S32383915,,1
703,4134,species,White-throated Swift,Aeronautes saxatalis,40,Big Bend NP (please use more specific location if possible),US-TX,05 Apr 2016,L128913,S32383915,,1
704,3632,species,Mexican Whip-poor-will,Antrostomus arizonae,2,Big Bend NP (please use more specific location if possible),US-TX,05 Apr 2016,L128913,S32383915,,1
705,3037,species,Greater Roadrunner,Geococcyx californianus,3,Big Bend NP (please use more specific location if possible),US-TX,05 Apr 2016,L128913,S32383915,,1
706,1032,species,Scaled Quail,Callipepla squamata,8,Big Bend NP (please use more specific location if possible),US-TX,05 Apr 2016,L128913,S32383915,,1
707,33241,species,Baltimore Oriole,Icterus galbula,1,Hilton Village,US-VA,13 Feb 2016,L11078212,S27485893,,1
708,32715,species,Savannah Sparrow,Passerculus sandwichensis,1,Great Dismal Swamp NWR--West Ditch,US-VA,20 Dec 2015,L655256,S26374612,,1
709,26395,species,Golden-crowned Kinglet,Regulus satrapa,6,Great Dismal Swamp NWR--West Ditch,US-VA,20 Dec 2015,L655256,S26374612,,1
710,32466,species,Clay-colored Sparrow,Spizella pallida,1,**Back Bay NWR,US-VA,05 Dec 2015,L718307,S33103925,,1
711,7165,species,Northern Gannet,Morus bassanus,,**Back Bay NWR,US-VA,05 Dec 2015,L718307,S33103925,,1
712,365,species,Tundra Swan,Cygnus columbianus,,**Back Bay NWR,US-VA,05 Dec 2015,L718307,S33103925,,1
713,32860,species,Spotted Towhee,Pipilo maculatus,1,Cabrillo NM,US-CA,20 Nov 2015,L280562,S26375040,,1
714,32821,species,California Towhee,Melozone crissalis,2,Cabrillo NM,US-CA,20 Nov 2015,L280562,S26375040,,1
715,27594,species,California Thrasher,Toxostoma redivivum,1,Cabrillo NM,US-CA,20 Nov 2015,L280562,S26375040,,1
716,18851,species,Hutton's Vireo,Vireo huttoni,1,Cabrillo NM,US-CA,20 Nov 2015,L280562,S26375040,,1
717,6485,species,Western Gull,Larus occidentalis,1,Cabrillo NM,US-CA,20 Nov 2015,L280562,S26375040,,1
718,4787,species,Anna's Hummingbird,Calypte anna,1,Cabrillo NM,US-CA,20 Nov 2015,L280562,S26375040,,1
719,1864,species,Western Grebe,Aechmophorus occidentalis,2,Cabrillo NM,US-CA,20 Nov 2015,L280562,S26375040,,1
720,17146,species,Cassin's Kingbird,Tyrannus vociferans,2,Fort Rosecrans National Cemetery (no birding 8a-5p),US-CA,20 Nov 2015,L241743,S26374963,,1
721,16699,species,Say's Phoebe,Sayornis saya,1,Fort Rosecrans National Cemetery (no birding 8a-5p),US-CA,20 Nov 2015,L241743,S26374963,,1
722,16688,species,Black Phoebe,Sayornis nigricans,2,Fort Rosecrans National Cemetery (no birding 8a-5p),US-CA,20 Nov 2015,L241743,S26374963,,1
723,11791,species,American Kestrel,Falco sparverius,2,Fort Rosecrans National Cemetery (no birding 8a-5p),US-CA,20 Nov 2015,L241743,S26374963,,1
724,32658,species,White-crowned Sparrow,Zonotrichia leucophrys,3,Famosa Slough,US-CA,19 Nov 2015,L246035,S26374902,,1
725,6118,species,Greater Yellowlegs,Tringa melanoleuca,1,Famosa Slough,US-CA,19 Nov 2015,L246035,S26374902,,1
726,5988,species,Long-billed Curlew,Numenius americanus,1,Famosa Slough,US-CA,19 Nov 2015,L246035,S26374902,,1
727,5798,species,Killdeer,Charadrius vociferus,1,Famosa Slough,US-CA,19 Nov 2015,L246035,S26374902,,1
728,5751,species,American Avocet,Recurvirostra americana,20,Famosa Slough,US-CA,19 Nov 2015,L246035,S26374902,,1
729,5474,species,American Coot,Fulica americana,35,Famosa Slough,US-CA,19 Nov 2015,L246035,S26374902,,1
731,1852,species,Eared Grebe,Podiceps nigricollis,4,Famosa Slough,US-CA,19 Nov 2015,L246035,S26374902,,1
732,487,species,American Wigeon,Mareca americana,30,Famosa Slough,US-CA,19 Nov 2015,L246035,S26374902,,1
733,478,species,Gadwall,Mareca strepera,10,Famosa Slough,US-CA,19 Nov 2015,L246035,S26374902,,1
734,26844,species,Winter Wren,Troglodytes hiemalis,1,Virginia Living Museum,US-VA,19 Nov 2015,L718792,S33103700,,1
735,5268,species,Virginia Rail,Rallus limicola,1,Otter View Park,US-VT,17 Jul 2015,L568465,S43056883,,1
736,33675,species,Black-throated Green Warbler,Setophaga virens,2,Branbury State Park,US-VT,15 Jul 2015,L1959493,S32929821,,1
737,33599,species,Chestnut-sided Warbler,Setophaga pensylvanica,1,Dirt road at end of West St.,US-MA,28 Jun 2015,L5879524,S37112151,,1
738,16654,species,Least Flycatcher,Empidonax minimus,1,Dirt road at end of West St.,US-MA,28 Jun 2015,L5879524,S37112151,,1
739,33557,species,Yellow Warbler,Setophaga petechia,2,Berkshire Community College--Fields,US-MA,25 Jun 2015,L5105541,S32778156,,1
740,33040,species,Bobolink,Dolichonyx oryzivorus,1,Berkshire Community College--Fields,US-MA,25 Jun 2015,L5105541,S32778156,,1
741,23649,species,Tree Swallow,Tachycineta bicolor,4,Berkshire Community College--Fields,US-MA,25 Jun 2015,L5105541,S32778156,,1
742,21676,species,Black-capped Chickadee,Poecile atricapillus,3,Berkshire Community College--Fields,US-MA,25 Jun 2015,L5105541,S32778156,,1
743,33044,species,Eastern Meadowlark,Sturnella magna,1,Pea Island NWR,US-NC,19 Jun 2015,L190286,S32916547,,1
744,32693,species,Seaside Sparrow,Ammospiza maritima,1,Pea Island NWR,US-NC,19 Jun 2015,L190286,S32916547,,1
745,7546,species,White Ibis,Eudocimus albus,20,Pea Island NWR,US-NC,19 Jun 2015,L190286,S32916547,,1
746,7373,species,Black-crowned Night Heron,Nycticorax nycticorax,1,Pea Island NWR,US-NC,19 Jun 2015,L190286,S32916547,,1
747,6638,species,Least Tern,Sternula antillarum,15,Pea Island NWR,US-NC,19 Jun 2015,L190286,S32916547,,1
748,6448,species,Laughing Gull,Leucophaeus atricilla,,Pea Island NWR,US-NC,19 Jun 2015,L190286,S32916547,,1
749,6111,species,Willet,Tringa semipalmata,10,Pea Island NWR,US-NC,19 Jun 2015,L190286,S32916547,,1
750,6109,species,Lesser Yellowlegs,Tringa flavipes,1,Pea Island NWR,US-NC,19 Jun 2015,L190286,S32916547,,1
751,5741,species,Black-necked Stilt,Himantopus mexicanus,6,Pea Island NWR,US-NC,19 Jun 2015,L190286,S32916547,,1
752,33555,species,Blackburnian Warbler,Setophaga fusca,1,Balance Rock SP,US-MA,17 Jun 2015,L5113322,S32774010,,1
753,26484,species,Red-breasted Nuthatch,Sitta canadensis,1,Balance Rock SP,US-MA,17 Jun 2015,L5113322,S32774010,,1
754,33035,species,Yellow-breasted Chat,Icteria virens,1,**Back Bay NWR,US-VA,14 Jun 2015,L718307,S33141228,,1
755,32473,species,Field Sparrow,Spizella pusilla,1,**Back Bay NWR,US-VA,14 Jun 2015,L718307,S33141228,,1
756,35163,species,Black-faced Grassquit,Melanospiza bicolor,,Bosque Estatal de Piñones,PR-LZ,28 May 2015,L323796,S32896560,,1
757,35140,species,Puerto Rican Bullfinch,Melopyrrha portoricensis,,Bosque Estatal de Piñones,PR-LZ,28 May 2015,L323796,S32896560,,1
758,35086,species,Bananaquit,Coereba flaveola,,Bosque Estatal de Piñones,PR-LZ,28 May 2015,L323796,S32896560,,1
759,33142,species,Puerto Rican Oriole,Icterus portoricensis,10,Bosque Estatal de Piñones,PR-LZ,28 May 2015,L323796,S32896560,,1
760,33024,species,Puerto Rican Spindalis,Spindalis portoricensis,2,Bosque Estatal de Piñones,PR-LZ,28 May 2015,L323796,S32896560,,1
761,28167,species,Red-legged Thrush,Turdus plumbeus,,Bosque Estatal de Piñones,PR-LZ,28 May 2015,L323796,S32896560,,1
762,27549,species,Pearly-eyed Thrasher,Margarops fuscatus,1,Bosque Estatal de Piñones,PR-LZ,28 May 2015,L323796,S32896560,,1
763,23869,species,Cave Swallow,Petrochelidon fulva,2,Bosque Estatal de Piñones,PR-LZ,28 May 2015,L323796,S32896560,,1
