Row #,Taxon Order,Category,Common Name,Scientific Name,Count,Location,S/P,Date,LocID,SubID,Exotic,Countable
359,5159,species,Charming Hummingbird,Polyerata decora,2,Esquipulas (town),CR-SJ,07 Aug 2016,L1855002,S32383131,,1
360,4988,species,Scaly-breasted Hummingbird,Phaeochroa cuvierii,1,Esquipulas (town),CR-SJ,07 Aug 2016,L1855002,S32383131,,1
361,4899,species,Violet-headed Hummingbird,Klais guimeti,1,Esquipulas (town),CR-SJ,07 Aug 2016,L1855002,S32383131,,1
362,4363,species,Green-breasted Mango,Anthracothorax prevostii,3,Esquipulas (town),CR-SJ,07 Aug 2016,L1855002,S32383131,,1
363,4285,species,Stripe-throated Hermit,Phaethornis striigularis,1,Esquipulas (town),CR-SJ,07 Aug 2016,L1855002,S32383131,,1
364,4203,species,White-necked Jacobin,Florisuga mellivora,3,Esquipulas (town),CR-SJ,07 Aug 2016,L1855002,S32383131,,1
365,2340,species,White-tipped Dove,Leptotila verreauxi,4,Esquipulas (town),CR-SJ,07 Aug 2016,L1855002,S32383131,,1
366,2329,species,Ruddy Quail-Dove,Geotrygon montana,6,Esquipulas (town),CR-SJ,07 Aug 2016,L1855002,S32383131,,1
367,1960,species,Pale-vented Pigeon,Patagioenas cayennensis,1,Esquipulas (town),CR-SJ,07 Aug 2016,L1855002,S32383131,,1
368,35001,species,Variable Seedeater,Sporophila corvina,2,PN Manuel Antonio,CR-P,05 Aug 2016,L724260,S32900642,,1
369,32522,species,Orange-billed Sparrow,Arremon aurantiirostris,2,PN Manuel Antonio,CR-P,05 Aug 2016,L724260,S32900642,,1
370,27085,species,Riverside Wren,Cantorchilus semibadius,3,PN Manuel Antonio,CR-P,05 Aug 2016,L724260,S32900642,,1
371,16247,species,Southern Beardless-Tyrannulet,Camptostoma obsoletum,1,PN Manuel Antonio,CR-P,05 Aug 2016,L724260,S32900642,,1
372,15916,species,Ochre-bellied Flycatcher,Mionectes oleagineus,1,PN Manuel Antonio,CR-P,05 Aug 2016,L724260,S32900642,,1
373,13285,species,Black-hooded Antshrike,Thamnophilus bridgesi,2,PN Manuel Antonio,CR-P,05 Aug 2016,L724260,S32900642,,1
374,12651,species,White-crowned Parrot,Pionus senilis,4,PN Manuel Antonio,CR-P,05 Aug 2016,L724260,S32900642,,1
375,10952,species,Red-crowned Woodpecker,Melanerpes rubricapillus,1,PN Manuel Antonio,CR-P,05 Aug 2016,L724260,S32900642,,1
376,10936,species,Golden-naped Woodpecker,Melanerpes chrysauchen,1,PN Manuel Antonio,CR-P,05 Aug 2016,L724260,S32900642,,1
377,4944,species,Crowned Woodnymph,Thalurania colombica,1,PN Manuel Antonio,CR-P,05 Aug 2016,L724260,S32900642,,1
378,12937,species,Crimson-fronted Parakeet,Psittacara finschi,,San José--Museo de los Niños,CR-SJ,04 Aug 2016,L2345781,S32885689,,1
379,33026,species,Wrenthrush,Zeledonia coronata,1,PN Volcán Poás,CR-A,03 Aug 2016,L1331161,S32805048,,1
380,32792,species,Large-footed Finch,Pezopetes capitalis,2,PN Volcán Poás,CR-A,03 Aug 2016,L1331161,S32805048,,1
381,14656,species,Spot-crowned Woodcreeper,Lepidocolaptes affinis,1,PN Volcán Poás,CR-A,03 Aug 2016,L1331161,S32805048,,1
382,4711,species,Fiery-throated Hummingbird,Panterpe insignis,1,PN Volcán Poás,CR-A,03 Aug 2016,L1331161,S32805048,,1
383,33198,species,Streak-backed Oriole,Icterus pustulatus,2,PN Palo Verde (área general),CR-G,02 Aug 2016,L445651,S32885643,,1
384,12593,species,Orange-chinned Parakeet,Brotogeris jugularis,,PN Palo Verde (área general),CR-G,02 Aug 2016,L445651,S32885643,,1
385,8278,species,Gray Hawk,Buteo plagiatus,1,PN Palo Verde (área general),CR-G,02 Aug 2016,L445651,S32885643,,1
386,7315,species,Bare-throated Tiger-Heron,Tigrisoma mexicanum,5,PN Palo Verde (área general),CR-G,02 Aug 2016,L445651,S32885643,,1
387,7195,species,Anhinga,Anhinga anhinga,10,PN Palo Verde (área general),CR-G,02 Aug 2016,L445651,S32885643,,1
388,7138,species,Wood Stork,Mycteria americana,1,PN Palo Verde (área general),CR-G,02 Aug 2016,L445651,S32885643,,1
389,5952,species,Northern Jacana,Jacana spinosa,,PN Palo Verde (área general),CR-G,02 Aug 2016,L445651,S32885643,,1
390,5489,species,Purple Gallinule,Porphyrio martinica,,PN Palo Verde (área general),CR-G,02 Aug 2016,L445651,S32885643,,1
391,3553,species,Common Pauraque,Nyctidromus albicollis,,PN Palo Verde (área general),CR-G,02 Aug 2016,L445651,S32885643,,1
392,3026,species,Groove-billed Ani,Crotophaga sulcirostris,2,PN Palo Verde (área general),CR-G,02 Aug 2016,L445651,S32885643,,1
393,233,species,Black-bellied Whistling-Duck,Dendrocygna autumnalis,150,PN Palo Verde (área general),CR-G,02 Aug 2016,L445651,S32885643,,1
394,32386,species,Stripe-headed Sparrow,Peucaea ruficauda,,Tamarindo,CR-G,30 Jul 2016,L442998,S32898499,,1
395,26945,species,Rufous-naped Wren,Campylorhynchus rufinucha,,Tamarindo,CR-G,30 Jul 2016,L442998,S32898499,,1
396,26691,species,White-lored Gnatcatcher,Polioptila albiloris,,Tamarindo,CR-G,30 Jul 2016,L442998,S32898499,,1
397,20822,species,White-throated Magpie-Jay,Calocitta formosa,,Tamarindo,CR-G,30 Jul 2016,L442998,S32898499,,1
398,18928,species,Yellow-green Vireo,Vireo flavoviridis,,Tamarindo,CR-G,30 Jul 2016,L442998,S32898499,,1
399,17066,species,Boat-billed Flycatcher,Megarynchus pitangua,,Tamarindo,CR-G,30 Jul 2016,L442998,S32898499,,1
400,17022,species,Brown-crested Flycatcher,Myiarchus tyrannulus,1,Tamarindo,CR-G,30 Jul 2016,L442998,S32898499,,1
401,16170,species,Yellow-olive Flatbill,Tolmomyias sulphurescens,,Tamarindo,CR-G,30 Jul 2016,L442998,S32898499,,1
402,10961,species,Hoffmann's Woodpecker,Melanerpes hoffmannii,,Tamarindo,CR-G,30 Jul 2016,L442998,S32898499,,1
403,6125,species,Ruddy Turnstone,Arenaria interpres,,Tamarindo,CR-G,30 Jul 2016,L442998,S32898499,,1
404,5067,species,Cinnamon Hummingbird,Amazilia rutila,,Tamarindo,CR-G,30 Jul 2016,L442998,S32898499,,1
405,4704,species,Plain-capped Starthroat,Heliomaster constantii,,Tamarindo,CR-G,30 Jul 2016,L442998,S32898499,,1
406,34247,species,Scarlet-rumped Tanager,Ramphocelus passerinii,1,PN Volcan Tenorio--Rio Celeste Trail,CR-A,29 Jul 2016,L8147976,S32885858,,1
407,33762,species,Buff-rumped Warbler,Myiothlypis fulvicauda,1,PN Volcan Tenorio--Rio Celeste Trail,CR-A,29 Jul 2016,L8147976,S32885858,,1
408,13868,species,Ocellated Antbird,Phaenostictus mcleannani,10,PN Volcan Tenorio--Rio Celeste Trail,CR-A,29 Jul 2016,L8147976,S32885858,,1
409,35016,species,Morelet's Seedeater,Sporophila morelleti,2,Las Heliconias Lodge and hanging bridges,CR-A,29 Jul 2016,L1469245,S32801857,,1
410,34633,species,Green Honeycreeper,Chlorophanes spiza,2,Las Heliconias Lodge and hanging bridges,CR-A,29 Jul 2016,L1469245,S32801857,,1
411,34467,species,Golden-hooded Tanager,Stilpnia larvata,2,Las Heliconias Lodge and hanging bridges,CR-A,29 Jul 2016,L1469245,S32801857,,1
412,27139,species,White-breasted Wood-Wren,Henicorhina leucosticta,2,Las Heliconias Lodge and hanging bridges,CR-A,29 Jul 2016,L1469245,S32801857,,1
413,17139,species,Tropical Kingbird,Tyrannus melancholicus,1,Las Heliconias Lodge and hanging bridges,CR-A,29 Jul 2016,L1469245,S32801857,,1
414,12666,species,Red-lored Parrot,Amazona autumnalis,4,Las Heliconias Lodge and hanging bridges,CR-A,29 Jul 2016,L1469245,S32801857,,1
415,10718,species,Keel-billed Toucan,Ramphastos sulfuratus,2,Las Heliconias Lodge and hanging bridges,CR-A,29 Jul 2016,L1469245,S32801857,,1
416,5078,species,Rufous-tailed Hummingbird,Amazilia tzacatl,14,Las Heliconias Lodge and hanging bridges,CR-A,29 Jul 2016,L1469245,S32801857,,1
417,2261,species,Inca Dove,Columbina inca,1,Las Heliconias Lodge and hanging bridges,CR-A,29 Jul 2016,L1469245,S32801857,,1
418,2019,species,Short-billed Pigeon,Patagioenas nigrirostris,1,Las Heliconias Lodge and hanging bridges,CR-A,29 Jul 2016,L1469245,S32801857,,1
419,912,species,Great Curassow,Crax rubra,1,Las Heliconias Lodge and hanging bridges,CR-A,29 Jul 2016,L1469245,S32801857,,1
420,35246,species,Cinnamon-bellied Saltator,Saltator grandis,1,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
421,35133,species,Yellow-faced Grassquit,Tiaris olivaceus,5,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
422,34620,species,Red-legged Honeycreeper,Cyanerpes cyaneus,2,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
423,34595,species,Scarlet-thighed Dacnis,Dacnis venusta,2,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
424,34575,species,Silver-throated Tanager,Tangara icterocephala,2,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
425,34378,species,Blue-gray Tanager,Thraupis episcopus,3,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
426,33813,species,Slate-throated Redstart,Myioborus miniatus,2,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
427,33704,species,Golden-crowned Warbler,Basileuterus culicivorus,1,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
428,33465,species,Gray-crowned Yellowthroat,Geothlypis poliocephala,1,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
429,32830,species,White-eared Ground-Sparrow,Melozone leucotis,1,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
430,31508,species,Yellow-throated Euphonia,Euphonia hirundinacea,2,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
431,31496,species,Yellow-crowned Euphonia,Euphonia luteicapilla,1,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
432,28042,species,Clay-colored Thrush,Turdus grayi,2,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
433,28016,species,White-throated Thrush,Turdus assimilis,1,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
434,27795,species,Orange-billed Nightingale-Thrush,Catharus aurantiirostris,1,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
435,27716,species,Black-faced Solitaire,Myadestes melanops,1,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
436,27157,species,Gray-breasted Wood-Wren,Henicorhina leucophrys,2,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
437,27080,species,Cabanis's Wren,Cantorchilus modestus,1,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
438,26781,species,Ochraceous Wren,Troglodytes ochraceus,1,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
439,20828,species,Brown Jay,Psilorhinus morio,6,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
440,18787,species,Lesser Greenlet,Pachysylvia decurtata,2,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
441,17125,species,Sulphur-bellied Flycatcher,Myiodynastes luteiventris,1,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
442,17079,species,Social Flycatcher,Myiozetetes similis,1,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
443,16675,species,Yellowish Flycatcher,Empidonax flavescens,3,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
444,16491,species,Mistletoe Tyrannulet,Zimmerius parvus,1,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
445,16415,species,Mountain Elaenia,Elaenia frantzii,1,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
446,15908,species,Olive-streaked Flycatcher,Mionectes olivaceus,1,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
447,15671,species,Masked Tityra,Tityra semifasciata,1,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
448,15642,species,Three-wattled Bellbird,Procnias tricarunculatus,2,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
449,15004,species,Spotted Barbtail,Premnoplex brunnescens,1,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
450,14636,species,Streak-headed Woodcreeper,Lepidocolaptes souleyetii,1,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
451,14400,species,Wedge-billed Woodcreeper,Glyphorynchus spirurus,1,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
452,13485,species,Slaty Antwren,Myrmotherula schisticolor,1,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
453,13373,species,Plain Antvireo,Dysithamnus mentalis,1,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
454,11617,species,Golden-olive Woodpecker,Colaptes rubiginosus,1,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
455,10708,species,Yellow-throated Toucan,Ramphastos ambiguus,1,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
456,10620,species,Northern Emerald-Toucanet,Aulacorhynchus prasinus,1,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
457,9575,species,Lesson's Motmot,Momotus lessonii,1,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
458,9369,species,Collared Trogon,Trogon collaris,2,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
459,9298,species,Resplendent Quetzal,Pharomachrus mocinno,2,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
460,5024,species,Blue-vented Hummingbird,Saucerottia hoffmanni,1,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
461,4983,species,Stripe-tailed Hummingbird,Eupherusa eximia,1,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
462,4976,species,Coppery-headed Emerald,Microchera cupreiceps,6,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
463,4920,species,Violet Sabrewing,Campylopterus hemileucurus,4,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
464,4732,species,Purple-throated Mountain-gem,Lampornis calolaemus,8,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
465,4681,species,Green-crowned Brilliant,Heliodoxa jacula,5,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
466,4334,species,Lesser Violetear,Colibri cyanotus,,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
467,3211,species,Squirrel Cuckoo,Piaya cayana,1,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
468,2387,species,Buff-fronted Quail-Dove,Zentrygon costaricensis,1,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
469,1986,species,Band-tailed Pigeon,Patagioenas fasciata,8,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
470,816,species,Gray-headed Chachalaca,Ortalis cinereiceps,1,Monteverde,CR-P,27 Jul 2016,L311635,S32801587,,1
471,34879,species,Long-tailed Reed Finch,Donacospiza albifrons,1,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
472,33416,species,Brown-and-yellow Marshbird,Pseudoleistes virescens,7,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
473,33408,species,Chestnut-capped Blackbird,Chrysomus ruficapillus,2,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
474,33404,species,Yellow-winged Blackbird,Agelasticus thilius,,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
475,33399,species,Unicolored Blackbird,Agelasticus cyanopus,1,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
476,27618,species,White-banded Mockingbird,Mimus triurus,2,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
477,23653,species,Chilean Swallow,Tachycineta leucopyga,10,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
478,16816,species,Black-crowned Monjita,Neoxolmis coronatus,2,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
479,16735,species,Austral Negrito,Lessonia rufa,4,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
480,16263,species,Suiriri Flycatcher,Suiriri suiriri,1,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
481,15898,species,Many-colored Rush Tyrant,Tachuris rubrigastra,1,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
482,15334,species,Sooty-fronted Spinetail,Synallaxis frontalis,1,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
483,15255,species,Brown Cacholote,Pseudoseisura lophotes,1,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
484,15209,species,Stripe-crowned Spinetail,Cranioleuca pyrrhophia,2,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
485,15100,species,Short-billed Canastero,Asthenes baeri,2,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
486,15077,species,Freckle-breasted Thornbird,Phacellodomus striaticollis,1,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
487,15036,species,Tufted Tit-Spinetail,Leptasthenura platensis,1,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
488,14802,species,Buff-winged Cinclodes,Cinclodes fuscus,4,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
489,10922,species,White Woodpecker,Melanerpes candidus,1,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
490,10028,species,Amazon Kingfisher,Chloroceryle amazona,1,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
491,8926,species,Burrowing Owl,Athene cunicularia,3,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
492,7917,species,Snail Kite,Rostrhamus sociabilis,3,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
493,7562,species,Bare-faced Ibis,Phimosus infuscatus,12,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
494,6440,species,Gray-hooded Gull,Chroicocephalus cirrocephalus,,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
495,5424,species,Spot-flanked Gallinule,Porphyriops melanops,2,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
496,5151,species,Gilded Hummingbird,Hylocharis chrysura,6,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
497,1973,species,Spot-winged Pigeon,Patagioenas maculosa,,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
498,591,species,Yellow-billed Teal,Anas flavirostris,,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
499,469,species,Red Shoveler,Spatula platalea,12,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
500,456,species,Silver Teal,Spatula versicolor,,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
501,432,species,Ringed Teal,Callonetta leucophrys,,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
502,376,species,Coscoroba Swan,Coscoroba coscoroba,6,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
503,231,species,White-faced Whistling-Duck,Dendrocygna viduata,,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
504,173,species,Spotted Nothura,Nothura maculosa,1,Ceibas,AR-E,16 Jul 2016,L844920,S32776386,,1
505,34881,species,Rufous-sided Warbling Finch,Poospizopsis hypochondria,1,"Las Conchas, Quebrada de Cafayate",AR-A,11 Jul 2016,L844337,S32883098,,1
506,34792,species,Gray-hooded Sierra Finch,Phrygilus gayi,1,"Las Conchas, Quebrada de Cafayate",AR-A,11 Jul 2016,L844337,S32883098,,1
507,34180,species,Ringed Warbling Finch,Microspingus torquatus,1,"Las Conchas, Quebrada de Cafayate",AR-A,11 Jul 2016,L844337,S32883098,,1
508,33866,species,Hepatic Tanager,Piranga flava,1,"Las Conchas, Quebrada de Cafayate",AR-A,11 Jul 2016,L844337,S32883098,,1
509,16897,species,d'Orbigny's Chat-Tyrant,Ochthoeca oenanthoides,1,"Las Conchas, Quebrada de Cafayate",AR-A,11 Jul 2016,L844337,S32883098,,1
510,16521,species,Greater Wagtail-Tyrant,Stigmatura budytoides,1,"Las Conchas, Quebrada de Cafayate",AR-A,11 Jul 2016,L844337,S32883098,,1
511,7618,species,Andean Condor,Vultur gryphus,2,"Las Conchas, Quebrada de Cafayate",AR-A,11 Jul 2016,L844337,S32883098,,1
512,16820,species,Black-billed Shrike-Tyrant,Agriornis montanus,1,Uquía,AR-Y,09 Jul 2016,L5113951,S32778210,,1
513,16294,species,Yellow-billed Tit-Tyrant,Anairetes flavirostris,2,Uquía,AR-Y,09 Jul 2016,L5113951,S32778210,,1
514,4140,species,Andean Swift,Aeronautes andecolus,8,Uquía,AR-Y,09 Jul 2016,L5113951,S32778210,,1
515,34947,species,Great Pampa-Finch,Embernagra platensis,1,Pucará de Tilcara,AR-Y,09 Jul 2016,L1312509,S32883026,,1
516,34365,species,Blue-and-yellow Tanager,Rauenia bonariensis,,Pucará de Tilcara,AR-Y,09 Jul 2016,L1312509,S32883026,,1
517,26853,species,Grass Wren,Cistothorus platensis,1,Pucará de Tilcara,AR-Y,09 Jul 2016,L1312509,S32883026,,1
518,14812,species,Cream-winged Cinclodes,Cinclodes albiventris,1,Pucará de Tilcara,AR-Y,09 Jul 2016,L1312509,S32883026,,1
519,6430,species,Andean Gull,Chroicocephalus serranus,10,Pucará de Tilcara,AR-Y,09 Jul 2016,L1312509,S32883026,,1
520,569,species,Yellow-billed Pintail,Anas georgica,86,Pucará de Tilcara,AR-Y,09 Jul 2016,L1312509,S32883026,,1
521,419,species,Crested Duck,Lophonetta specularioides,4,Pucará de Tilcara,AR-Y,09 Jul 2016,L1312509,S32883026,,1
522,34827,species,Ash-breasted Sierra Finch,Geospizopsis plebejus,1,Cuesta de Lipan,AR-Y,08 Jul 2016,L8138703,S49920536,,1
523,14720,species,Straight-billed Earthcreeper,Ochetorhynchus ruficaudus,1,Cuesta de Lipan,AR-Y,08 Jul 2016,L8138703,S49920536,,1
524,14828,species,White-winged Cinclodes,Cinclodes atacamensis,1,Tilcara--Garganta del Diablo,AR-Y,08 Jul 2016,L13342754,S49921045,,1
525,34908,species,Greenish Yellow-Finch,Sicalis olivascens,20,Purmamarca,AR-Y,08 Jul 2016,L1312504,S32882942,,1
526,34788,species,Black-hooded Sierra Finch,Phrygilus atriceps,,Purmamarca,AR-Y,08 Jul 2016,L1312504,S32882942,,1
527,27619,species,Brown-backed Mockingbird,Mimus dorsalis,2,Purmamarca,AR-Y,08 Jul 2016,L1312504,S32882942,,1
528,27611,species,Patagonian Mockingbird,Mimus patagonicus,,Purmamarca,AR-Y,08 Jul 2016,L1312504,S32882942,,1
529,16758,species,White-winged Black-Tyrant,Knipolegus aterrimus,2,Purmamarca,AR-Y,08 Jul 2016,L1312504,S32882942,,1
530,15586,species,White-tipped Plantcutter,Phytotoma rutila,,Purmamarca,AR-Y,08 Jul 2016,L1312504,S32882942,,1
531,15092,species,Creamy-breasted Canastero,Asthenes dorbignyi,1,Purmamarca,AR-Y,08 Jul 2016,L1312504,S32882942,,1
532,12562,species,Gray-hooded Parakeet,Psilopsiagon aymara,12,Purmamarca,AR-Y,08 Jul 2016,L1312504,S32882942,,1
533,4472,species,White-sided Hillstar,Oreotrochilus leucopleurus,2,Purmamarca,AR-Y,08 Jul 2016,L1312504,S32882942,,1
534,34175,species,Rusty-browed Warbling Finch,Microspingus erythrophrys,1,PP Potrero de Yala,AR-Y,07 Jul 2016,L4748801,S32882818,,1
535,34157,species,Rust-and-yellow Tanager,Thlypopsis ruficeps,2,PP Potrero de Yala,AR-Y,07 Jul 2016,L4748801,S32882818,,1
536,32992,species,Fulvous-headed Brushfinch,Atlapetes fulviceps,1,PP Potrero de Yala,AR-Y,07 Jul 2016,L4748801,S32882818,,1
537,32130,species,Black Siskin,Spinus atratus,20,PP Potrero de Yala,AR-Y,07 Jul 2016,L4748801,S32882818,,1
538,15033,species,Brown-capped Tit-Spinetail,Leptasthenura fuliginiceps,1,PP Potrero de Yala,AR-Y,07 Jul 2016,L4748801,S32882818,,1
539,33827,species,Brown-capped Redstart,Myioborus brunniceps,2,Quebrada de San Lorenzo,AR-A,05 Jul 2016,L3081504,S32882652,,1
540,32517,species,White-browed Brushfinch,Arremon torquatus,1,Quebrada de San Lorenzo,AR-A,05 Jul 2016,L3081504,S32882652,,1
541,32338,species,Common Chlorospingus,Chlorospingus flavopectus,12,Quebrada de San Lorenzo,AR-A,05 Jul 2016,L3081504,S32882652,,1
542,28156,species,Andean Slaty Thrush,Turdus nigriceps,2,Quebrada de San Lorenzo,AR-A,05 Jul 2016,L3081504,S32882652,,1
543,26785,species,Mountain Wren,Troglodytes solstitialis,2,Quebrada de San Lorenzo,AR-A,05 Jul 2016,L3081504,S32882652,,1
544,15964,species,Mottle-cheeked Tyrannulet,Phylloscartes ventralis,1,Quebrada de San Lorenzo,AR-A,05 Jul 2016,L3081504,S32882652,,1
545,11338,species,Cream-backed Woodpecker,Campephilus leucopogon,1,Quebrada de San Lorenzo,AR-A,05 Jul 2016,L3081504,S32882652,,1
546,34183,species,Black-capped Warbling Finch,Microspingus melanoleucus,1,Cerro San Bernardo,AR-A,03 Jul 2016,L2763318,S32769724,,1
547,34039,species,Ultramarine Grosbeak,Cyanoloxia brissonii,2,Cerro San Bernardo,AR-A,03 Jul 2016,L2763318,S32769724,,1
548,32546,species,Moss-backed Sparrow,Arremon dorbignii,2,Cerro San Bernardo,AR-A,03 Jul 2016,L2763318,S32769724,,1
549,28151,species,Chiguanco Thrush,Turdus chiguanco,1,Cerro San Bernardo,AR-A,03 Jul 2016,L2763318,S32769724,,1
550,23713,species,Blue-and-white Swallow,Pygochelidon cyanoleuca,300,Cerro San Bernardo,AR-A,03 Jul 2016,L2763318,S32769724,,1
551,20872,species,Plush-crested Jay,Cyanocorax chrysops,5,Cerro San Bernardo,AR-A,03 Jul 2016,L2763318,S32769724,,1
552,16837,species,Streak-throated Bush-Tyrant,Myiotheretes striaticollis,1,Cerro San Bernardo,AR-A,03 Jul 2016,L2763318,S32769724,,1
553,16460,species,Rough-legged Tyrannulet,Phyllomyias burmeisteri,1,Cerro San Bernardo,AR-A,03 Jul 2016,L2763318,S32769724,,1
554,16223,species,Cliff Flycatcher,Hirundinea ferruginea,2,Cerro San Bernardo,AR-A,03 Jul 2016,L2763318,S32769724,,1
555,14889,species,Buff-browed Foliage-gleaner,Syndactyla rufosuperciliata,1,Cerro San Bernardo,AR-A,03 Jul 2016,L2763318,S32769724,,1
556,5152,species,White-bellied Hummingbird,Elliotomyia chionogaster,2,Cerro San Bernardo,AR-A,03 Jul 2016,L2763318,S32769724,,1
557,4457,species,Red-tailed Comet,Sappho sparganurus,12,Cerro San Bernardo,AR-A,03 Jul 2016,L2763318,S32769724,,1
558,877,species,Yungas Guan,Penelope bridgesi,5,Cerro San Bernardo,AR-A,03 Jul 2016,L2763318,S32769724,,1
559,15089,species,Lark-like Brushrunner,Coryphistera alaudina,8,Resistencia,AR-H,01 Jul 2016,L3230646,S32769250,,1
560,35253,species,Bluish-gray Saltator,Saltator coerulescens,2,Asunción Jardin Botanico,PY-ASU,29 Jun 2016,L1621522,S32767580,,1
561,34685,species,Chestnut-vented Conebill,Conirostrum speciosum,2,Asunción Jardin Botanico,PY-ASU,29 Jun 2016,L1621522,S32767580,,1
562,34394,species,Sayaca Tanager,Thraupis sayaca,5,Asunción Jardin Botanico,PY-ASU,29 Jun 2016,L1621522,S32767580,,1
563,34115,species,Hooded Tanager,Nemosia pileata,1,Asunción Jardin Botanico,PY-ASU,29 Jun 2016,L1621522,S32767580,,1
